message|labeller_id|label
🔴Una lancha trae un grupo de inmigrantes a Pozo del Esparto, Almería. 1.500 euros por adelantado y por porte. Las autoridades lo saben, y no sólo eso, manda a Salvamento Marítimo para colaborar. Vergüenza|1|non-racist
Presión extrema de Sánchez a Andalucía: la comunidad soporta un 40% de los menas acogidos en España|1|racist
#FACTCHECK No, el plan anticrisis del Gobierno no equivale al 20% del PIB como dice Pedro Sánchez.|1|non-racist
🔪 ➡️ Durante una transmisión en vivo de BFMTV desde la escena del crimen, puedes escuchar a la gente en los alrededores gritando y riendo. 📌 El ataque ocurrió en una pequeña ciudad en la periferia de París y está compuesta por una gran parte de musulmanes.|1|non-racist
¿Contagian igual los asintomáticos que el resto de enfermos con #COVID19? Te lo explicamos 👇|1|non-racist
"""Se fueron cantando el cara al sol tras apuñalarlo y reivindicaron su muerte, por qué tanto problema en señalar a los fascistas"", hablamos con Jany Collado y @rafamoles, de ""La mort de Guillem"", asesinado por la extrema derecha en 1993. Mañana aquí:"|1|non-racist
Carmen Calvo llama xenófoba a la Junta de Andalucía por rechazar los traslados ocultos de inmigrantes|1|non-racist
📲 La identidad digital, el pseudonimato, la libertad de expresión y derecho de la información en el entorno digital: las novedades de la Carta de Derechos Digitales. #DíaEuropeoDeLaProtecciónDeDatos #DíaProtecciónDeDatos|1|non-racist
Las declaraciones a las que hace mención el abogado boliviano son las realizadas en el programa Estado de Alarma, bloqueado en repetidas ocasiones por youtube por mensajes de odio y noticias falsas. Escuchen, es totalmente intolerable|1|non-racist
España obligará a guardar una cuarentena de 14 días a los viajeros internacionales a partir del 15 de mayo vía @eldiarioes|1|non-racist
Quizás sea la primera vez en la historia que un partido político borra de su web su programa electoral por vergüenza ajena. VOX lo ha hecho tras hacer el ridículo, pero siempre tendremos WayBackMachine, desde aquí podéis ver que ayer estaba publicado.|1|non-racist
Además de su relación íntima con la cúpula del Opus Dei, es muy conocido por la asiduidad de sus visitas al Valle de los Caidos para rezar junto a los suyos.|1|non-racist
Otro super fichaje, es nuestra compañera @patri_macias_ que viene a reforzar el área de periodismo como coordinadora. Profesional con una gran carrera internacional sus espaldas, es brutal tenerla con nosotras. 💜|1|non-racist
📍ARRECIFE (Canarias). ➡️560 inmigrantes llegan desde la noche del jueves. 🤬Vienen a integrarse y desde el primer día andan buscando trabajo 🤬 ‼️Esta situación es sumamente INSOPORTABLE‼️ #StopInmigraciónIlegal #LaÑEstáEnPeligro #LevantandoEspaña|1|racist
"""Tuve que recurrir a pedir comida que otras familias del barrio donaban porque mi situación era insostenible"", cuenta Ricardo, que estuvo meses esperando cobrar el ERTE. Así es vivir a la espera de recibir una ayuda estatal en plena pandemia:"|1|non-racist
Cuándo volveremos a una #sanidadparatodos #sanidaduniversal? Seguiremos luchando para conseguir que todos y todas tengamos acceso a unos derechos minimos!!!!|1|non-racist
La aplicación #RadarCOVID registra medio millón de descargas en dispositivos con sistema Android. En Newtral analizamos las luces y sombras de la app de rastreo de #Covid_19 en España.|1|non-racist
Muchas de estas cuentas tienen 0 seguidores y algunas aún no les dio tiempo ni a ponerle una imagen, ya que son creadas hace menos de una semana.|1|non-racist
Gobierno gasta 9 millones en 130 todoterrenos para la Policía de Marruecos y se olvida de la #EquiparacionYa de nuestros agentes. Se arman hasta las trancas con nuestro dinero mientras nos invaden, saquean y cotizamos para darles un subsidio a sus menas.|1|racist
Un Juez decreta que 11 inmigrantes ilegales que ya estaban en libertad hagan cuarentena|1|racist
Margaret Keenan, tras recibir la vacuna contra la #Covid_19: “Si yo puedo vacunarme a los 90 años, entonces tú también puedes”.|1|non-racist
🇲🇾 El ex primer ministro de Malasia afirma que «los musulmanes tienen derecho a matar franceses»|1|non-racist
Los apuñalados no eran negros, el apuñalador no era blanco. Por eso no te has enterado. Pero la racista soy yo.|1|racist
Cientos de inmigrantes ilegales del CETI Melilla se manifiestan para exigir su traslado a la península|1|racist
🗣 «Llevamos tres días sin ducharnos, pasamos frío y no tenemos luz» Varios inmigrantes ilegales marroquíes han relatado a OKDIARIO las condiciones infrahumanas en las que viven en el campamento militar de Barranco Seco|1|racist
George Soros dona 220 millones de dólares a las organizaciones de negros|1|non-racist
"El Gobierno destapa la mentira de Marlaska: ""Los traslados de inmigrantes son verificados por Interior"""|1|non-racist
🔎⚽️ Falsas muertes, audios apócrifos, vídeos virales y enfermedades nunca confirmadas…. Diego Armando Maradona fue blanco de numerosos bulos a lo largo de su vida. Enumeramos algunos de ellos 👇|1|non-racist
Eh, eh, eh! Hoy, doble combo de #HISTORIA: Las Sufragistas y El Cid, ganar batallas después de muertos. Con @PutoMikel y @herstoricas. Empezamos a las 10:00.|1|non-racist
💸 Más de 26 millones de los impuestos de los españoles destinados al recibimiento y trato de inmigrantes ilegales. Se ayuda y subvenciona a las ONG que colaboran con las mafias mientras se abandona a la Policía y a la Guardia Civil. 📢 #MotivosParaLaMoción|1|racist
🔴Asesinada una niña de 8 años en Pakistán por dejar escapar unos loros de la familia para la que trabajaba como empleada doméstica. ¡Wellcome to Europa!|1|non-racist
@sophie_remi Me encantan los negros. Los negros buenos que trabajan y que no van atracando a ancianos por ahi. El resto a su país.|1|non-racist
📍CANARIAS🇮🇨 👉Apartamentos Puerto Rico. 🤬Sin restricciones para estos inmigrantes ilegales, no hay toque de queda😤 ◼️Que siga el TODO INCLUIDO, paga España‼️ #StopInmigraciónIlegal 📌Mientras, sigue la RUINA y los suicidios de los autónomos 😪 #LaÑEstáEnPeligro #SoloQuedaVox|1|racist
📌 Melilla cierra una jornada sin muertes por #Covid_19 pero los casos activos suben a 1.190. 📌 Ceuta mantendrá el cierre perimetral durante el puente de la Constitución.|1|non-racist
@DANIROVIRA Que buena noticia, quizás la primera del 2020. A disfrutar, vivir e implicarte por las cosas que te importan como has demostrado hasta ahora...|1|non-racist
#Nospreguntáispor... las exageraciones y afirmaciones sin prueba del mensaje sobre qué “mata” los riñones. Esto es lo que sabemos. 👇|1|non-racist
↪️ Todos los líderes musulmanes moderados en Francia tienen vínculos con el salafismo, la Hermandad Musulmana o el partido de Erdogan. ↪️ Básicamente, significa que no hay un líder musulmán moderado en Francia. En Francia ni en ninguna otra parte., pero esto no se podía saber.|1|non-racist
"El partido demócrata inicia el trámite del segundo #impeachment contra Donald Trump, esta vez por ""incitar a la insurrección"". Emilio Doménech (@nanisimo) explica aquí cómo se llegó al asalto al Capitolio."|1|non-racist
Renfe, RTVE o el ‘caso Delcy’: 122 negativas a la transparencia en el primer semestre de 2020. vía @transparentia_|1|non-racist
Sanidad registra 905 contagios por #Covid_19 en las últimas 24 horas en España. Los casos en el global incrementan en 1.828. Los fallecidos en los últimos 7 días ascienden a 6.|1|non-racist
📸 Cientos de inmigrantes ilegales de origen subsahariano son trasladados a complejos turísticos y lujosos hoteles al sur de Gran Canaria. Mientras que miles de españoles no pueden permitirse unas vacaciones.|1|racist
Luchar por nuestros trabajadores, autónomos, estudiantes, parados y pensionistas es un deber 🇪🇸 Basta ya de pisos gratis y paguitas para los menas del PSOE y Podemos que amenazan la convivencia, la salud y el bienestar de los españoles. 📢 #FueraMenas|1|racist
🔴 Continúa la tensión, los temporeros inmigrantes se saltan el cordón policial de Policía Nacional y Local en Albacete.|1|racist
Llegan a Almería dos nuevas pateras con 26 inmigrantes ilegales|1|racist
OKDIARIO accede al interior del campamento militar donde Sánchez esconde a los inmigrantes en Canarias Conseguimos entrar en exclusiva en el campamento militar de Barranco Seco, ubicado en Las Palmas de Gran Canaria, donde el Gobierno esconde a centenares de inmigrantes|1|non-racist
El Gobierno reconoce que deja libres en Madrid a los inmigrantes de Canarias rechazados por Italia|1|non-racist
Se llamaba Eleazar Benjamín Blandón Herrera|1|non-racist
🛑Pero lo importante es legislar para llamar ‘MENAs’ a los MENAs porque estigmatiza.|1|non-racist
Un candidato de JxCat pide encerrar a los españoles en centros de internamiento de inmigrantes|1|non-racist
"Fin del experimento sueco contra el coronavirus: ""Es una pesadilla que vuelve"". Por Iñigo Sáenz de Ugarte a través de @eldiarioes"|1|non-racist
#MalditaTeExplica 👨‍🏫 El impacto psicológico de la vuelta a las clases después del confinamiento: ansiedad y miedos que pueden manifestarse de forma distinta según la edad 👇|1|non-racist
Tengo muchas, muchas ganas de escuchar a @Seydou32343293. #RegularizacionYA es un proceso definido e impulsado por inmigrantes como él. España tiene mucha suerte de que alguien con su historia haya decidido establecerse aquí.|1|non-racist
Si consumir es un acto político, la primera batalla es la información. Imprescindible esta sección de @BrendaChavez_ con @Carrocombate y @nazaret_castro_:|1|non-racist
.@rvilasanjuan es, posiblemente, la voz más lúcida y mejor informada de nuestro país en el debate sobre la #VacunaCOVID19 y sus consecuencias globales. Esta publicación del @rielcano demuestra porqué.|1|non-racist
"""Lo que nos une como diáspora es que estamos todos fuera y compartimos la experiencia de haber sobrevivido”, dice la armenio española Luiza Grigoryan. La voz de Armenia en España durante la guerra en #NagornoKarabaj"|1|non-racist
@ingravito Gracias a vosotras por hacer música con el corazón. Un abrazo. ❤️|1|non-racist
"""Esto crea un exceso de demanda en los concertados, y cuando hay exceso de demanda, quién escoge es la oferta"", Manuel Muñiz es profesor de la Universidad de Oviedo y experto en políticas educativas. #LeyCeláa 🎧"|1|non-racist
📻 El cierre de comercios chinos en Madrid, los bulos sobre el Ingreso Mínimo que crean el caos y las mentiras sobre el #Orgullo2020 y las mascarillas ❌ Todo esto en #MalditaLaHora, nuestro podcast semanal para que no te la cuelen ¡Ya disponible aquí! 👇|1|non-racist
"Cuatro huérfanos más por violencia de género en apenas 48 horas, cuyas familias siguen denunciando ""desamparo"""|1|non-racist
La distribución de los tuits se repartieron durante dos días previos para promocionar y el de la manifestación. La presencia del PRO, tanto de cuentas oficiales, como la de @nrperuyera que fue la cuenta con más RTs, como de los bots que difunden sus tuits predominó.|1|non-racist
Aquí el listado de las cuentas que más RTs recibieron. Kast recibe más de 3.700 tuits, además de ser de los primeros en lanzar el HT. Lo increíble es que hace tuits diciendo que todo fue un invento y que el chico se tiró solo por el puente.|1|non-racist
“Somos gitanos humildes, pero muy señoritos” Los flamencos Israel Fernández y Diego del Morado hablan de amor, de la Biblia, de Camarón y de cómo los gitanos se reconocen entre ellos en una nueva entrega de #HablemosRápido. Por @MariaVillardon ✍️|1|non-racist
@HectorRivero3 Gracias de corazón, Héctor|1|non-racist
@CmeteelNorte El melón en todas sus versiones gana|1|non-racist
Esta señora que se ponga a investigar a su Sultán. El de Marruecos. El que no tiene dinero para atender a sus menas, pero sí para comprar armamento. ➡|1|non-racist
Otro cayuco con más de 80 inmigrantes ilegales llega al puerto tinerfeño de Los Cristianos escoltado por Salvamento Marítimo. 🔴 +400 de ilegales han llegado esta semana a Canarias. 🔴 +5.000 en lo que llevamos de año. 🔴 +130% respecto a 2019. 📢 #EfectoInvasión|1|racist
El 20% de los homicidios o asesinatos cometidos en el primer trimestre del año fueron por violencia de género|1|non-racist
🧔🏿 Cientos de inmigrantes de color negro contagiados de coronavirus se saltan el confinamiento y expanden el virus por Albacete a dispersión|1|racist
Más de 100 magrebíes intentan en el puerto de Melilla colarse en un ferry. ➡️ Varios guardias civiles heridos. ✴️Hay que ponerse en su lugar, están locos por llegar a España y pagarnos las pensiones 🤦🏻‍♂️🙆🏻‍♂️ #FueraInmigraciònIlegal #LaÑEstáEnPeligro|1|racist
❌📲 Cuidado con este falso correo de Apple, es #phishing.|1|non-racist
Interior abre expediente a un policía por no realizar identificaciones injustificadas a inmigrantes ilegales|1|non-racist
Camacho y Mesa han pasado de participar en HT que tenían cientos de miles de tuits en horas a recibir 200 tuits e apoyo en una semana. De tener miles de RTs a apenas unas decenas. Durante la semana del golpe sus cuentas crecieron más de 100.000 seguidores.|1|non-racist
@Maria20SG20 @eldiarioes Instalaciones = una antigua fábrica de muebles y un polideportivo, todos en el mismo espacio en mitad de una pandemia. A lo mejor tú tampoco te irías.|1|non-racist
Es la primera vez que alguien me demanda en mi vida. Un orgullo que haya sido alguien de VOX por desmontar sus mentiras, le falta la razón, pero le sobra el dinero. Pretenden callarme metiéndome miedo. Lanza la piedra y esconde la mano. Ya se lo dijeron sus vecinos.|1|non-racist
FUERA. Hasta los cojones de los delincuentes que se mantienen en España con nuestros impuestos. #MENASfuera|1|racist
Un estudio sugiere que la combinación de dos fármacos reduce a la mitad las muertes en los casos más graves de COVID-19 vía @eldiarioes|1|non-racist
‼️ Se dispara la cifra de inmigrantes ilegales en Canarias: más de 2.500 en 58 cayucos el fin de semana. El Gobierno no hace nada porque las consecuencias de la inmigración ilegal no las sufren ellos, las sufren los españoles en sus barrios. Por eso VOX exige #FronterasSeguras|1|racist
☝️De INTERÉS para todos aquellos Españoles parados, empresas arruinadas ETC...👉 📢Los Chiringuitos y los inmigrantes están de enhorabuena 👌 165 Millones de euros‼️ 📌MÁS EFECTO LLAMADA 👍 #StopInmigraciónIlegal #ESPAÑABRELOSOJOS #LaÑEstáEnPeligro|1|racist
Marlaska prepara su viaje a Canarias con la comisaria europea enviando a los inmigrantes a otras regiones|1|non-racist
🔴⚡ La Manada de Palma: cuatro inmigrantes magrebíes agreden y abusan sexualmente de una niña|1|racist
Francia y Países Bajos encabezan la lista de países europeos con más regularizaciones. ¿Quieres saber el puesto de España? Conoce más sobre regularización aquí. 👇|1|non-racist
#LeyTrans: todo lo que propone Igualdad en torno a la autodeterminación de género en un borrador muy similar al que presentó el PSOE en 2017. Te explicamos las claves de la mano de expertas.|1|non-racist
La Guardia Civil vigila un albergue en Algeciras con 35 inmigrantes ilegales contagiados|1|racist
🔴Polémica en Irlanda por unas imágenes donde aparece un joven blanco siendo apuñalado repetidas veces por jóvenes negros como supuesta venganza por George Floyd. Se está promoviendo el #IrishLivesMatter como protesta por estos hechos.|1|racist
🛑Más de medio centenar de muertos en dos ataques de presuntos yihadistas en Níger. Lo que nadie te cuenta es que esos ataques van dirigidos especialmente contra los cristianos. Porque la vida de los negros les importa cuando hay intereses de por medio|1|racist
"📺 @monasterioR ""Yo no veo a las feministas estas que nos ponen murales en Ciudad Lineal hablar y manifestarse porque las educadores que están en los centros de menas son acosadas""."|1|non-racist
🔴 Un avión de reconocimiento de Frontex detecta 500 pateras preparadas para zarpar desde Mostaganem (Argelia). Fuentes policiales confirman que esperan que lleguen 5.000 inmigrantes ilegales en las próximas semanas. ¡ESTO HAY QUE PARARLO YA!|1|racist
Canarias revela que se han detectado «inmigrantes contagiados con tarjetas de embarque a la península»|1|unknown
Los artículos de @Shora son de lo mejor porque conoce los temas médicos y los explica de manera muy clara. Aquí su último artículo: ¿Las mascarillas caseras ayudan a frenar los contagios por coronavirus? Y aquí todos sus textos|1|non-racist
Más de 200 inmigrantes tratan de salir en barco desde Santa Cruz de Tenerife con rumbo a Huelva|1|non-racist
El Gobierno permitirá al ICO acceder a los datos de morosidad de los clientes de los bancos|1|non-racist
"""Ahora soy vegano. Llevamos tres semanas aquí, pero hasta esta mañana no había conocido el verdadero horror de este trabajo"", @munirhachemi: el trabajo precario en la industria cárnica. ""Culpas al animal de tu situación allí en lugar de al jefe"". 🎧"|1|non-racist
Un Vinicius de dos caras: golazo... y más fallos clamorosos|1|non-racist
📌 Euskadi: 1.164 nuevos contagios y una incidencia acumulada de 582,03. 📌 El grupo de edad con mayor tasa de incidencia acumulada en Euskadi es el de entre 19 y 39 años: 720,7|1|non-racist
Barcelona estima en medio millón de euros el coste de los disturbios posteriores a la detención de Pablo Hasél.|1|non-racist
🇺🇸 No te quedes con dudas antes del tres de noviembre. @Nanisimo las responde en este preguntas y respuestas sobre las elecciones de EEUU.|1|non-racist
Para terminar se refiere como referente a Carlos Sánchez Berzain, colaborador de la CIA para derrocar a Evo Morales, residente en Miami, que fue ministro de defensa responsable de la masacre en octubre de 2013|1|non-racist
📣 Ya puedes descargar la Guía con las preguntas más frecuentes sobre la situación de los nacionales de Reino Unido residentes en España con motivo del #BREXIT. 🔗 @inclusiongob|1|non-racist
✊🏿 Irene Montero anuncia una 'regularización masiva' de mujeres inmigrantes|1|non-racist
❌❌ Arnaldo Otegi no ha tuiteado que “jamás” consiguieron “tanto sin desperdiciar ni una bala”|1|non-racist
La Guardia Civil busca a dos inmigrantes ilegales en cuarentena huidos de un albergue en Granada|1|racist
🇩🇪 Ligero aumento de la incidencia acumulada a 7 días en Alemania, que crece hasta 57,1 casos por 100.000 habitantes.|1|non-racist
🔴 Noelia de Trastámara: “Se ha multiplicado hasta un 500% la entrada masiva de inmigrantes respecto a años pasados” Entrevista para El Correo de España.|1|non-racist
"Luis Salvador, alcalde de Granada, sobre el traslado oculto de inmigrantes: ""El Gobierno se contradice"""|1|non-racist
Así quedan en libertad los cientos de inmigrantes ilegales que llegan a Andalucía cada semana|1|racist
📌 La Comunidad de Madrid hace obligatorio el uso de mascarillas dentro y fuera de los establecimientos de hostelería y amplía a 6 los grupos permitidos en las terrazas.|1|non-racist
Una patera con 33 inmigrantes ilegales alcanza Melilla: a bordo, cuatro menores y una embarazada|1|racist
Mañana, Día de Andalucía, recibo el 'Premio García Caparrós' junto al actor @atorrem. ¡GRACIAS! ❤️|1|non-racist
"""El racismo institucional no ve personas, solo ve migrantes"""|1|non-racist
Kiko Matamoros confiesa en ‘Sábado Deluxe’ su adicción a la cocaína|1|non-racist
❌ LOS DESMENTIDOS MÁS LEÍDOS ❌ Las afirmaciones falsas del vídeo del médico italiano Roberto Petrella sobre la COVID-19 👇|1|non-racist
"""Hoy responde..."", con @anadebande de @populares : ""Todos los días llegan a Madrid inmigrantes de Italia procedentes de Canarias"" #Hoyresponde"|1|non-racist
La Que Se Avecina: 12 temporadas después, descubrimos al “Moroso”|1|non-racist
🔴 Detenidos 4 individuos inmigrantes multirreincidentes que acumulan 66 antecedentes por robos con violencia, hurtos y robos con fuerza en El Raval. Lo que viene siendo, el pan de cada día.|1|racist
Día de luto por las 480 personas migrantes que murieron en la última semana intentando alcanzar España. Desde Senegal nos dan una lección: denunciar la tragedia implica respetar la dignidad de las víctimas. #SenegalEnDuelo #SénégalEnDeuil|1|non-racist
Los vecinos de un pueblo canario montan barricadas para impedir la llegada de inmigrantes en cuarentena|1|racist
17 inmigrantes argelinos en cuarentena por coronavirus se fugan en Cartagena|1|racist
@librosballena @traficantes2010 ¡Mil gracias por compartirlo!🖤|1|non-racist
La escalofriante paliza que un grupo de menores inmigrantes le dio a un niño autista en Barcelona|1|racist
🚨 La situación es insostenible. Las agresiones y los robos de los menas del PSOE y de Podemos no cesan. ¿Cuánto tardará el marqués de Galapagar, desde su mansión protegida por muros y policías, en llamar racista a este vecino de Casa de Campo? ¡Fuera menas de nuestros barrios!|1|racist
"🗣️La MASCOTA del marquesado de Galapagar, ECHENIQUE, pide la regularización de 600.000 inmigrantes. ➡️ No ven personas, ven votos. 📌Manitestantes👉 ""La ley es racista"" 🤦🏻‍♂️ ‼️Todos a por la paga 😉 #LaÑEstáEnPeligro #LevantandoEspaña"|1|racist
Casi cien millones para repeler a quienes quieren entrar y apenas 11 millones para acoger. ¿En qué se gastan? Drones, detectores de pasos, alambradas con cuchillas, sistemas de reconocimiento facial e incluso software militar. Cambiemos esto, únete👉|1|non-racist
Identificadas las tres jóvenes que agredieron a una pareja de inmigrantes en el Metro de Madrid|1|non-racist
🎙️ En #QuiéndiceQué hablamos con @Nanisimo sobre los 4 años de Donald Trump, las causas de su derrota, su legado y el impeachment en su contra. ¡Dentro audio!|1|non-racist
"Acaban de estrenar en @Filmin ""Palabras para un fin de mundo"", un documental que plantea dudas sobre la muerte de Unamuno y sobre la utilización del pensador libre, sobre las fake news y nuestra historia reciente. Necesario para empezar un mundo nuevo. &gt;"|1|non-racist
No para de viralizarse y os necesitamos para parar el bulo. No, este vídeo de un hombre negro asaltando una iglesia y pegando a un cura no es una parroquia en Canarias: es una iglesia en Guyana|1|non-racist
¡Malditas que nos ayudan a resolver la dudas de la comunidad con sus superpoderes! 🤩💪 Tú también puedes hacerlo, #HazteMaldito:|1|non-racist
Llegan 23 inmigrantes ilegales más a las costas andaluzas, uno de ellos fallecido|1|racist
🔴 La Comunidad de Madrid reporta 928 nuevos contagios, con 20 fallecidos en hospitales en las últimas 24 horas y 103 ingresos hospitalarios más.|1|non-racist
🇵🇹Portugal. Se viraliza la paliza que recibe un niño portugués por parte de un grupo de inmigrantes. Se demuestra una vez más los ‘beneficios’ de la multiculturalidad impuesta.|1|racist
Son cincuenta y siete personas y se encuentran ahora mismo en las islas españolas de Chafarinas. Necesitan auxilio lo más pronto posible.|1|non-racist
Sánchez envía más de 100 inmigrantes de Canarias a Granada sin PCR: cien euros, un móvil y libres. Lee toda la información en el link 📲|1|racist
"Anna Caballé, Premio Nacional de Historia, pide eliminar 'de los Diputados' del nombre del Congreso. ""La hegemonía masculina se ha quebrado, argumenta. Y @carmencalvo_ dice que lo apoya. vía @EP_Social"|1|non-racist
Un grupo de menas apaliza hasta la muerte a un hombre de 39 años en Madrid|1|racist
Recatados casi 80 inmigrantes cerca de las costas andaluzas este miércoles|1|non-racist
Invasión de inmigrantes en Andalucía: llegan 20 pateras con 311 inmigrantes en 24 horas|1|racist
@MartaCuriel_ ¡Muchas gracias por tu apoyo, compañera!|1|non-racist
Si quieres ver más análisis como este, pásate por el canal de telegram, y si te gusta recomiéndaselo a quien creas que le puede interesar.|1|non-racist
Las calles son nuestras. Hoy y siempre. #8M2020 #DiaInternacionalDeLaMujer|1|non-racist
Para entender la política golpista en España y América Latina que defienden Vargas Llosa, Cayetana Álvarez de Toledo y Aznar, sigan el rastro del dinero. Las fundaciones de Atlas Network y su batalla cultural contra el feminismo, la ecología, la democracia, los servicios públicos|1|non-racist
Sanidad comunica 124 contagios en las últimas 24 horas y 9 muertes por #Covid_19 en los últimos 7 días en España.|1|non-racist
"Hacer trabajos para la comunidad será un requisito para recibir el #IngresoMinimoVital? El Ministerio asegura que ""no hay nada decidido"" y las condiciones se definirán en los convenios con comunidades y ayuntamientos, aún sin fecha de firma. Te lo ..."|1|non-racist
@el_ovejass @PedroACruzSnch1 Hay una organización que se dedica precisamente a eso, en buscar un hogar para la integración de inmigrantes con familias españolas. Les paso tu Twitter con mucho gusto.|1|non-racist
🔴Más de 300 inmigrantes en 15 pateras llegan este lunes a costas españolas, más de 1500 en toda la semana. Una de las pateras de ayer, llegada a Lanzarote, traía 522 kilos de hachís. Y aquí no pasa nada mientras tú no puedes salir de tu ciudad.|1|racist
❓ #Nospreguntáispor un texto compartido en redes sobre cómo mejorar el sistema inmunitario a base de ayunos de tres días o duchas frías. Esto es lo que sabemos ✍️|1|non-racist
La Comunidad de Madrid aprueba 899.000 euros en 27 plazas nuevas de acogimiento para Menas.|1|non-racist
Dijo Valle-Inclán de Alfonso XIII que el pueblo español no lo había echado por rey si no por ladrón. Su nieto ha seguido la misma senda. No sé qué más tiene que hacer esta familia para que les enseñemos el mismo camino que al abuelo.|1|non-racist
Bronca en la izquierda por el rechazo de IU a acoger inmigrantes en Víznar|1|non-racist
🔴 Un grupo de inmigrantes de botellón y sin mascarilla hacen caso omiso de las indicaciones de la policía local en Badiá del Vallés, que intentaba desalojarlos. CasosAislados|1|racist
Las regularizaciones de inmigrantes son y han sido cosa común en el pasado reciente de España y Europa. Recorremos la historia a través de un formato claro y visual en el siguiente link. 👇|1|non-racist
"Crece la reivindicación islamista: ""La Mezquita de Córdoba para los musulmanes, los cristianos no la merecen"""|1|unknown
➡️ #Canarias. El Gobierno traslada a 138 personas migrantes de las carpas del muelle de Arguineguín, #GranCanaria, a un recurso de acogida que @inclusiongob ha contratado a través de la S. de Estado de Migraciones. 📋|1|non-racist
Una asociación afirma que los gitanos catalanes son mejores que 'los rumanos, inmigrantes y castellanos'|1|racist
Andalucía ha recibido 5.150 inmigrantes ilegales desde el inicio de la pandemia de coronavirus Última hora Andalucía|1|racist
3️⃣▶️ Cuando las cosas se empiezan a poner difíciles... Es cuando un equipo demuestra su compromiso y su trabajo. ⚽ Así lo cuentan las jugadoras de @realmadridfem en #UnSueñoReal Ya puedes ver el tercer capítulo en HBO España. 👇🏼|1|non-racist
"Interior admite devoluciones sumarias en el salto a la valla de Ceuta porque ""es la legislación vigente"""|1|non-racist
Una aplicación del móvil que permite esquivar epidemias @Mosquito_Alert Te explicamos cómo la tecnología puede ayudar a la ciencia. 👇|1|non-racist
La Justicia tumba la petición del Gobierno de Melilla de confinar a los 1.350 inmigrantes ilegales de su CETI|1|racist
El Gobierno ha dado pequeños pasos que se dirigen hacia una regulación del alquiler que se ha paralizado por la crisis económica ocasionada por la pandemia Vía @pronostika_|1|non-racist
El Gobierno rechazó hace un mes ampliar los centros de acogida en Canarias ante la oleada de inmigrantes|1|non-racist
Dos menas marroquíes, detenidos por agredir y violar a una cuidadora de la Casa de Campo|1|racist
El PP solicita un acuerdo con la UE para las devoluciones en caliente de los inmigrantes ilegales|1|unknown
@lauracasielles @txabela_cc Enhorabuena Laura! estando tú ahí que puede salir mal... no sabía que estabas en esto, pero le echaré un orejazo. Un beso y disfrútalo|1|non-racist
🇫🇷 En Garge-Les-Gonesse,suburbio de París, una turba de inmigrantes agredió violentamente a un joven al azar y sin motivo aparente. Fuente; Le Parisien. Aportes multiculturales.|1|racist
Brutal oleada de pateras en Andalucía este sábado: 61 inmigrantes alcanzan Algeciras, 18 Motril y 44 Almería|1|unknown
🔴Bruselas; Manifestantes saquean joyerías. Negros y antifastistas continúan su FALSA lucha “antiracial”.|1|racist
🥁#MIGRATALKS presenta... 💻 Un taller con @BlancaTapiaC para aprender a cubrir online historias de migraciones 💥 ¡No te lo puedes perder! ✒ Apúntate aquí:|1|non-racist
