|text|target
31|con tanto inmigrante, esta todo descontrolado, mientras los canarios estan encerrados en casa ellos estan en grupos sin mascarillas en la playa, pasean todas las calles, se divierten en el parque de atracciones y no importa ellos hacen lo que quieren, beben por las calles|1
32|Anda a vender droga negro de mierda|1
33|"@gonzalowinter NO a usted que le pasa porque un inmigrante que lleva menos de 5 años va participar en redactar una constitución.
Parece que no entiende nada,los independiente que son chilenos no pueden y extranjeros si."|1
34|@__CarlitosTevez Negro de mierda mala leche hdmp..|1
35|@molacocinar1 Si el que no se conforma, es porque no quiere. Que guevona la inmigrante.|1
36|"@en_carcel Te cuento: un inmigrante que no quería ir a donde les llevaban, va y se sube monte arriba, se lia a tirar piedras, ahí tienes al helicóptero, a la policía, a los bomberos, aun no sé si han conseguido bajarlo. 
Ahora voy yo, llamo a los bomberos por incendio y a mi me cobran."|1
37|"aca el ESTADO = NOSOTROS
Bancando los viajes de este pedorro delincuente boliviano ..
sera inmune al COVID?? 
USA BARBIJO QUE TE PARIO @evoespueblo NEGRO DE MIERDA!!!!!!!! https://t.co/ub2j32HhJG"|1
38|Que negro de mierda este quemado hijo de puta de Tevez|1
39|@Tati_Paultroni @lucianobisbal Tévez negro de mierda macrista|1
40|@__CarlitosTevez Negro de mierda sucio mala leche! Son todo lo que esta mal|1
41|@DiarioOle No fue un choque ole la concha de tu madre, el negro de mierda de Tevez siempre pone la plancha.|1
42|....De eso los Españoles saben mucho, solo les pido que me hagan mejorar y dominar uno de los idiomas que mas amo en el mundo. En España y solo con Españoles, ningun sudaca de por medio, pase mi mejor verano, en el año mas importante de mi vida....|1
43|IMPRESIONANTE RESCATE en Canarias de un inmigrante que tiraba GRANDES PI... https://t.co/yjrmPur0sM via @YouTube  Refugiados desde luego que no son ya que en Algeria o Marruecos no hay guerra alguna|1
44|@Ferantonia28 Inmigrantes, la palabra es #Inmigrante.|1
45|Tenés mala leche, sorete,negro de mierda https://t.co/JlYF3WCBhx|1
46|@estebancarranco Ya dejelen allá, negro de mierda|1
47|Increíble, guevonsote tu eres un inmigrante ilegal https://t.co/zGrLa6HrA8|1
48|Este negro de mierda mirándole las cosas a mi amigo , lo voy hacer mierda|1
49|@jpilarl @ElBaquedanocl Vi otro video de otro inmigrante desnudo por la calle corriendo, también el de una mujer. Ósea traen a Chile gente con problemas psiquiátricos y tu lo ves muy normal|1
50|@ninofrat Amando el pobrismo sudaca y el fracaso.|1
51|Que cara de raja, esta inmigrante, no lo exigió en su país, y lo viene a exigir a nosotros, no apoyaron a sus compatriotas y viene a causar desorden público a Chile . https://t.co/ffLYxeWo0Y|1
52|@MartinA24666231 @ActualidadRT @sputnikvaccine Como a quien explota USA en sudaca?? Ustedes y su mediocridades su incapacidad de salir adelante por si solos quieren culpar a alguien de su desgracia?? Ustedes llevan en la sangre la corupsion. Y por eso ningunos funcionan. A llorar a su mami|1
53|@evoespueblo @alferdez Espero que no vuelvas más a mi pais. Negro de mierda, pedófilo, narco, comunista. HDP !!!😠😡|1
54|Alemania: un inmigrante musulmán recibe 4,5 años por matar a un bombero, y un alemán 10 años por un petardo en una mezquita. https://t.co/VLVP8L4kSD|1
55|@1dolar1juan Si. Prefiero pagar un aborto y no 17 años de AUH a un negro de mierda.|1
56|@ClanNoLimit1 @FALOPAA24 @Juansval3 @douwdromen Europeo dice ser este peruano panchito 🤣😂🤣😂|1
57|"TIENEN PARA:
140.000 € y pactar 100 plazas de jueces, para enchufar amigos con un gasto anual de 15.000.000 €. Para payasadas de colores rosa, mosquiteras, coches, algoritmos machistas y etc. Para 7000€ por INMIGRANTE ILEGAL. Para sus salarios SI. https://t.co/l3CxZC33kg"|1
58|Tévez negro de mierda segundo arquero que lesionas https://t.co/cNiHbKtJl2|1
59|"@salvadorsanvil1 @bohemio1962 ERES UNA INMIGRANTE.
Más claro?"|1
60|lindo pelo para cortarlo con la trincheta dijo el negro de mierda, los pelos de la chota me podes cortar la concha de tu madre|1
61|@VozzFire Que güeá más estúpida , que se vaya exigir weas a su país la inmigrante conchesumare|1
62|Osama Hosna: inmigrante, musulmán y héroe del atentado yihadista de Viena https://t.co/XZ3s0yeDcu|1
63|"Así ha dejado la oreja un inmigrante ilegal a una mujer que tiene un estanco en Pamplona, porque no lo apetecía pagar el tabaco y la mujer ha intentado pararlo

Imagino que Irene Montero lo condenará como violencia machista intolerable.

Ah no, que si es morenito no hay delito.. https://t.co/sF9C02Ced3"|1
64|Compleja situación se vivió la semana pasada tras encontrarse un inmigrante desnudo generando daños a automóviles particulares en las calles de Santiago. https://t.co/pmNojwD5cF|1
65|@Libertarados2 Eso que Trump no le hace asco a nada pero tampoco se va a coger una sudaca.|1
66|@Lola55987592 @salvadorsanvil1 O sea, que sí es una inmigrante?. Peor todavía!|1
67|Putin esta muy preocupado por lo que dice el apestoso inmigrante de Ramos... https://t.co/jVdTnZAm2n|1
68|@ziberiaI Suficiente con que te vayas a tu puto país, sudaca|1
69|Mario no cree en la vacuna rusa porque es un negro de mierda que nunca estudió y además es un negro de mierda|1
70|"@Eligorricho @ivanedlm @gob_na @navarra_com @UPN_PNA @PSNPSOE @VoxNavarra @vox_es @DiariodeNavarra @PODEMOS No le va a pasar nada, el inmigrante pertenece a una minoría oprimida en riesgo de exclusión social, si llega a ser su novio y español la vida arruinada y anunciado a bombo en la sexta.
Ambos casos estaría igual de mal el acto, pero con distintas consecuencias para el autor."|1
71|@elfanta_ de vuelta a la palmera panchito cabron|1
72|Esto es intolerable. Ya vemos los resultados de empoderar al inmigrante ilegal https://t.co/2V0Duer6Bm|1
73|@evoespueblo @alferdez Que suerte que te fuiste, negro de mierda|1
74|"@iunida @agarzon Hay más pobreza que nunca desde que habéis entrado. Que triste......  
Creo que es mejor ser inmigrante o venir en patera, te ayudan más para prosperar.
Venga k la gente siga vitando a ésta panda....
a ver quien se toma una Cocacola en un bar ahora....."|1
75|@Eligorricho @gob_na @navarra_com @UPN_PNA @PSNPSOE @VoxNavarra @vox_es @DiariodeNavarra @PODEMOS Que fuerte que hdp, y este ataque no lo va a denunciar la ministra de igual-da porque la agresora es una inmigrante y tienen más derecho que nosotros, pagar tampoco porque no tendrá ni una cuenta, un día en el calabozo y un bocadillo y a la calle así está es la España|1
76|@radiomitre No vuelvas nunca más negro de mierda|1
77|Para el que labura y se rompe el lomo pagando los impuestos mil vueltas, para un negro de mierda que no tiene ningún papel que se asocia con un abogado tranfuga igual a él y se quieren apropiar de lo que no es suyo todo perfecto, que lindo país, que linda ciudad.|1
78|@Atleti_Colombia Hombre un panchito|1
79|No quiero sonar xenófobo, pero en Colombia necesitamos un Trump que nos saque tanto inmigrante venezolano. 😔|1
80|@Libertadores @_felipemelo_ @Palmeiras Ya era hora, que se joda ese miserable que hace ver tan horrible al fútbol, es un deporte de contacto y todo, pero ese negro de mierda, mal dato, la caga toda, cae del culo ese cara de verga|1
81|@Raggingdepress1 @Mariam87346377 @PatriotaNene @rosalalejandria Tambien puedes llevarte a uno y que te rebanen el cuello como ocurrió con el inmigrante terrorista que mató a 3 personas y decapitó a una mujer negra en Niza. Llegó 20 días antes a Lampedusa. https://t.co/9ReAlXsenl|1
82|#Tobio encima de malísimo defendiendo , un asesino, ojalá termine en la carcel , mínimo 15 años, negro de mierda.|1
83|"👉Está salvajada ha pasado hoy en el centro de Pamplona‼️

👉Un Inmigrante ilegal entra un estanco pide un paquete de tabaco y dice que se lo cobre a @gob_na‼️

👉La pobre chica sale detrás y recibe un puñetazo en la cara, diciéndole que la próxima vez la apuñalara‼️

Sigue 👎 https://t.co/FNglMhthmt"|1
84|@aburrido_de @IreneMontero ¿En qué se parece esta escena a una agresión real de un hombre inmigrante a una mujer? Que @IgualdadGob,  @IreneMontero y la piara que las siguen se callan como puertas|1
85|@eledhmel Pones el ejemplo de una inmigrante mentirosa. Las mujeres honradas no queremos que nos quiten ni un derecho. Y las que cometan un delito deben ir a la carcel.|1
86|@GusOrdonez Sudaca hijo de puta|1
87|"Un estado de derecho debería expulsar a todo inmigrante que ya no trabaje. El español se queda pq es su patria. El trabajo y recursos sociales deben de ser solo para los nacionales.
Ya recapitularemos contra los gobernantes apátridas y globalistas 

Veo mucho moreno en la cola... https://t.co/SaCvUXIGXY https://t.co/cMiaNdGEC5"|1
88|Niño lo de las pateras ya no es normal. Donde cojones esta el gobierno parando las putas mafias? No hay de comer para la gente de aqui menos para ayudar a tanto inmigrante... pffff|1
89|"#ContigoEnLaManana
Inmigrante.. 
Drogadicto.. 
Agresivo...
Situación de calle... 
Que linda la herencia de inmigración del gobierno anterior..."|1
90|Osea por ser inmigrante el weon puede hacer la wea que quiera, wenaaaa sigamos igual y que nos pasen por ensima total son extranjeros, 🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️ ven el hacerse cargo pero porque chucha Chile debe hacerse cargo del cacho #ContigoCHV|1
91|@lolimaripeli @liusivaya Lamentablemente en este paisaje que ser inmigrante,ladronzuelos,bisexual,homoxesual ,a los que llevamos 45 años trabajando y cotizando,y nos Cierran el Negocio NO tenemos derecho a NADA,ni mascarillas gratis futuro tenemos! Alguien me contesta? Por Favor hacerlo.|1
92|No es por nada,pero mi mamá se levanta a las 4 de la mañana y hoy salió temprano y quiso recostarse y voos NEGRO DE MIERDA PORQUE ESO SOS VENIS Y PONES MUSICA DE COLON? SOS JODA LOCO? NO TODOS ESTAMOS ALP2 COMO VOS VIEJO DE MIERDA. Acá laburamos todos.|1
93|"@mensajero999 @loutaylorp otra activista castrochavista.
vayase a su pais a exigir derechos.
en q país los extranjeros hacen las constituciones o las leyes.
Con razón tanto inmigrante nos metieron ahora nueva% seremos colonia si les siguen dando alas a estos infiltrados."|1
94|@BrunsJapones NO NECESITAS CONFESAR QUE A HOMER LE LLAMAS HOMERO, PANCHITO|1
95|Chile tiene derecho a defender su frontera. Este país es llegar y llevar. Paren de abusar y destruir Chile. Ni un inmigrante mas https://t.co/dS98z1syh9|1
96|@DiarioOle El negro de mierda cara de mono de Tévez debería estar parado el mismo tiempo que lo esté aguerre. Pedazo de HdP|1
97|@SantinoCapocha @robmartucci @infobae Cerra el orto negro de mierda... metete el virus en el orto y fíjate si te gusta. Capas te hace bien tener algo metido adentro la concha de tu madre fracasado de mierda.|1
98|@AnabelAlonso_of Has acogido ya en tu casa a algún inmigrante ilegal ??|1
99|@CHVNoticias Y hasta cuando permiten tanto inmigrante? Los chilenos  tendremos que demandar al estado y a todos los que resulten responsables por la traición a la patria y a los chilenos Los tratados no los firmamos los chilenos sino los traidores, que quieren robarnos nuestra independencia|1
100|"@Jorgebuxade @FerriMyriam @EFEnoticias Esto podría considerarse como Alta Traición por parte del Gobierno?
Permitir y no repatriar de inmediato a todo inmigrante ilegal que entra en nuestro país?
Se puede saber, en el estado de alarma en el que estamos, como se consiente la llegada masiva de miles de inmigrantes?"|1
101|@oficinaevelyn @Naturalized_Pat @CNNEE Usted se queda calladita que usted es una simple inmigrante y todavia falta lo que dictamine la corte suprema y no se emocione porque los medios lo que hacen es difamar. El que quiera socialismo que se venga para Venezuela.|1
102|@gabo_a113 @AndresChaos @T13 Obviamente no ..  como un inmigrante educado con la historia de su país y que no tiene idea de como funciona pais va a dar opinión de como los chilenos debemos vivir ..  además no pueden ser políticos farsante ql|1
103|"@jucilnacional @MeerRocio Deportación inmediata.

Inmigrante: si no respetas la Ley, si no respetas España, no te aceptamos : FUERA!"|1
104|Vamos a terminar siendo inmigrante en nuestro país. @sebastianpinera para la inmigración ilegal. https://t.co/2yKcO8Qshl|1
105|"Qué tiene que hacer un inmigrante en nuestra Constitución?, ellos no pueden hacer nuestras bases, se tienen que apegar a nuestras bases, no hacerlas, si las quieren hacer haganla en sus países...o no se atreven?
#ChileUnidoAvanza 
#Patriotas"|1
106|@__CarlitosTevez Negro de mierda. Así. Con esas palabras.|1
107|@RunRunesWeb Tan profesional que él y el negro de mierda de Obama permitieron el renacimiento del comunismo en la América latina y el fortalecimiento de la dictadura cubana y Venezuela y la cuerda de gobiernos corruptos de la region al igual que las legiones terroristas islamiicas existentes|1
108|"Ser inmigrante ilegal en Chile, es la papa! Te dan de todo, y si no lo exiges y el @GobiernodeChile corre a dártelo, si hasta cupos en la constituyente tendrán!!!
#LindaLaWea #NoMasInmigrantes"|1
109|@GobAbierto_AR Albert te mostras como negro de mierda haciendo que hagan un ruido deprimente y de degenerado! te muestra en tu maxima expresión barato, mersa, prostituido y sin vestigio de ser ser humano! O xque sos inservible y vendido y mercenario a guita mal habida y negrero?|1
110|Siguen ingresando inmigrantes ilegales y una Venezolana que es coordinadora, alega que es obligación recibirlos y protegerlos. Linda la vida, una inmigrante viene a decirnos lo que en nuestro país debemos hacer. https://t.co/qqUXggrEfM|1
111|@RICARDOCASESG @pnique @juanmalpr Espera al recuento, basura inmigrante que lo mismo nos vamos a reir. Hasta muy pronto, estiércol.|1
112|"@MeerRocio Esta pija izquierdos no ha visto un inmigrante negro o moro en su vida!!
La casta no ve los documentales de la 2"|1
113|"@SocialGobCan @teatenerife Canarias está en pandemia - crisis económica - desempleo - colas del hambre - invasión inmigrante.

Canarios ¿cómo os dejáis hacer esto? https://t.co/mKnC8BCiss"|1
114|80M€ para menas, y los colegios? Ni un euro a inmigrante.|1
115|@claroCarinete @vox_es @Santi_ABASCAL Para ello debería haber un plan de migración CONTROLADA y OJO YO SOY INMIGRANTE, pero esa continua llegada SIN CONTROL lo q trae es el hundimiento de los servicios y la economía local, LO NORMAL sería q los devolviesen a su país de origen, pero eso a Podemos y PSOE no conviene|1
116|@hermanntertsch A joderse, inmigrante, pero de los malos. 🤮🤮🤮|1
117|te fuiste desinstalado valorant peruano gano 5 seguidas me dejan en silver pierdo 2 y me bajan a bronce juego de los cojones riot y la concha de tu hermana inmigrante de color|1
118|@DiarioOle No, corrección. Sos un mala leche negro de mierda.|1
119|2000 inmigrantes más la última semana en Canarias, hospedados en hoteles. 50 euros por inmigrante paga el Estado a dueño de hoteles.|1
120|Lo bueno de hoy es q casi me hagarro a las trompadas con un negro de mierda 😂|1
121|La gorda centroamericana inmigrante de tokyo godfathers que tiene voz de mujer blanca flaca de clase alta de buenos aires|1
122|@JeffFajardo93 @TONYREYES2013 @elchiringuitotv @LaLigaDeRafa Pero panchito guarro tu q vienes a opinar si no eres ni de España, ponte a ver la liga esa panchita q tenéis y deja la española tranquila. Vete a transmitir tu sabiduría futbolistica con tus hermanos los monos|1
123|Landauri negro de mierda fracasado!|1
124|@larepublica_pe Bueno pues siendo de otra nacionalidad no tienen por que inmiscuirse en esos problemas, en Suecia está prohibido que un inmigrante realice esas acciones sino deportación.|1
125|@policia Asi es, mujer. Pero que sepas que si quien ejerce  violencia de cualquier tipo sobre ti es inmigrante ilegal ni Irene Montero  ni ninguno de sus chiringuitos feministas moverá  un dedo por ti.|1
126|Cerremos las froteras terrestres a fin de no encontrarnos con sorpresas una vez estén acá.Demasiado inmigrante sin profesión,sin una expertiz técnica.Solo delincuentes y malhechores que no aportan NADA al pais.Hasta cuando por la flauta.|1
127|@daviddh91 @RedondoMarcos @voz_populi Vives en una isla no?, tú no podrás gastar para tus hijos pero los inmigrante ilegales viven en vuestros hoteles de 4 estrellas gratis y tu sin poder salir a cenar xq los turistas se van a otro país, a qué es gracioso chavalote?.|1
128|Ale, a mamarla que en la Guyana el inmigrante es el blanquito. Inmigración masiva para extirpar la identidad de los guayaneses... https://t.co/jZyagKvv42|1
129|@clintjoselint @caesear Es verdad che se fue. La mierda con tanto inmigrante penca que ha llegado... Solo recuerden al haitiano empelota golpeando autos.... Que pena por mi país y todo por culpa del zurderio y políticos de la. Misma mierda tengo mucha rabia...|1
130|@nico_accion @Capichi_liberi @EFEnoticias Inmigrante ilegal. Punto.|1
131|Un inmigrante ghanés mata a un matrimonio en Ferrol https://t.co/BlPRiuKMmk|1
132|"A esta familia le dan cita para dentro de 1 año. A los inmigrante les atienden al momento.
Así va España 
https://t.co/SPL4nHFk7C"|1
133|@Brujaycotilla Este un moro de mierda asqueroso y maxista chabelita manda al zumbado a marruecos con su especie de maxistas|1
134|@GhBuho Es un moro de mierda maxista gordo y asqueroso sera no hay marroquis chabelita guapos no como este feo y asqueroso moro mierda|1
135|@PatriciaReyes_R @GirautaOficial Un moro de mierda. Que coño de un niño!|1
136|@GregorioRCh @PODEMOS @pnique Los chanchullos y evadir pagar impuestos y alterar votaciones  son las especialidades de Echenique en estos casos se mueve como pez en el agua lo que le hace mucho daño es trabajar como buen podemita a parte de sudaca.|1
137|@RoquismoNaciona Callate negro de mierda|1
138|@Carlosrcollao Fronteras abiertas para todo inmigrante legal e ilegal,incluídos unos cuantos sicarios,terroristas,narcos, prostitutas, prestamistas,etc,etc,etc,etc. Ahora ya nadie los sacará del país.|1
139|@N_Trastamara Me cago en el puto negro de mierda|1
140|Para aspirar a un puesto como el que ud. refiere, lo primero y más importante es la antigüedad con el carnet del PSOE. Luego vienen otros méritos como el activismo, ser gay/lesbiana/inmigrante/de color/de la religión de la paz,... todo eso da puntos. 🌹 https://t.co/EOXRcyS99f|1
141|@okdiario Sin menospreciar a ningún minusválido, pero este tío es minusválido de todo en su vida. Es increíble que este inmigrante de mierda este en España y que lo hayamos acogido como persona de bien....|1
142|@RevistaSemana @cardenasjorgee @saludhernandezm Que clase de estupideces juntas podrían salir de la unión de un bueno para nada iletrados como Cárdenas y una inmigrante española rancia fracasada?... Perfaver!!!|1
143|@CarlosGarciaTFE @CBClarinos @CabildoTenerife A lo mejor entre las jugadoras hay alguna inmigrante y todo|1
144|@Franrechazo @Lafacha8 @paas2308 @Navarrosenador1 Londres con tanto inmigrante está horrible.|1
145|Hay que hacer una marcha anti-inmigrante lo mas pronto posible... https://t.co/jvTS43O2aN|1
146|@LaBelgrana Hijo de puta queres seguir haciendo trampa negro de mierda https://t.co/wKNYlmTub4|1
147|Nadie mata a este negro de mierda 🤦‍♂️ https://t.co/lLbzFWGUlI|1
148|@johen591 @ElisaNorio @AFPespanol Eres un panchito analfabeto, dejo de hablar con usted.|1
149|@ttomas241 no me importa negro de mierda|1
150|@As_de_Treboles Ni saben ni conocen la vergüenza, quieren al español muerto de hambre y al inmigrante bien contento para tener los votos perdidos.|1
151|@marianofake JOE  BIDEN   ,,,,,  NO  SE  PONE A  LA  ALTURA  DE  ESTE  PUTO  MORO   DE   MIERDA|1
152|Todo el día hablando de un enfermo inmigrante que asesinó gente..estoy esperando escuchar que hace esta persona aquí?, quien se responsabiliza de la migracion? Qué fiscalización se hace en la comuna que dejó el ministro del interior? Cuales son las políticas? #contigoendirectochv|1
153|@martinvars Es cierto, 200€ de multa es injusto, a ti que tienes pasta te tenían que haber puesto 400€ y expulsarte del país por ser inmigrante y haberte saltado las normas de confinamiento.|1
154|"@Martn37492668 En ciudades como Hamburgo están como en Suecia, los usurpan, el Estado protege al inmigrante con subsidios y libertad para que hagan lo que quieran.

Eurabia es un hecho."|1
155|@R0J01 @IaPipiIoIa No me voy a ir evidentemente, el fascista eres tú, yo respeto tus ideas aunque te hagan pobre ese es tu problema. Llévate a casa a algún inmigrante que viene huyendo de guerras y lo acoges con tu familia. Yo prefiero que vuelvan a su país.|1
156|@FreezieYTP @MikanxYami @FE_Heroes_EN Lmao espera que eres un sudaca, culpa mia por no hablar en mono👶🏿|1
157|@elmundoes Qué gracioso ver que el puto moro bocazas que más hablaba fue despedazado a trocitos por su propio juguete y los otros se meaban en comisaría de miedo, jeje...A estos les sacas de follar cabras y se pierden|1
158|@As_de_Treboles @Bravo199285 Eso no es simplemente una inmigrante. Es una terrorista, es muy posible que ese sea la misión que le hayan dado.|1
159|"@mbachelet Gracias a su plan de inmigración hoy en Chile hay ocho chilenos muertos por un psicopata inmigrante colombiano.

Well Done!"|1
160|@CamposHugo1_ @realDonaldTrump Con la familia esa que parece una tribu azteca, sudaca de mierda|1
161|"CAPTADO EN CÁMARA: 
→Un inmigrante de África se atreve a acercarse, quitarle la mascarilla de un golpe, coger la santa biblia, insultar (lo digo por el tono en el que lo decía) al Padre e irse en medio de una misa. https://t.co/M4XcCOymy7"|1
162|@Odionighalo24 @nachoyebes @vox_es Moro de mierda, coge tu patera con tu TAN TAN y a TpC 🖕a tu punto país para que te mueras de hambre allí.|1
163|@RealJSonnante @Pontifex_es @BillGates @georgesoros @JoeBiden Negro de mierda hdp debería ser esclavo|1
164|@TomyyAlvarez1 @ErickRo70738796 @xwar1994x @javieroliveira_ @Stracof_Zero Un Panchito infravalorado España? Lo único parecido a tu país q tenemos es la mierda de P. IGLESIAS, Menudos habéis mandado el Echenique, y encima Monedero e Iglesias se introducen en la mierda socialista comunista que hay en todo Latam, menudas enseñanzas|1
165|"@AleMarcanoS @Noelleal Cuando un Gobierno le da poder a Minorias clasificándolos de una Sociedad, esa minoría luego se aprovecha de su Victimismo por la Protección del Estado. 

    Debe ser un inmigrante ( Musulmán) atacando a un Cristiano.

No más digo.!"|1
166|Saludos!!Móviles..hotelitos..paguitas..y los de aquí perdiendo empleos,y hundiéndose los comercios.A la caza del voto inmigrante.. https://t.co/GHA2qXqNGL|1
167|"Con este asesino serial una vez más nos damos cuenta que cualquier inmigrante con antecedentes penales vive tranquilamente en Chile y la justicia no funciona con todos los delitos que antecedieron a estos crímenes no fue expulsado del país 
FUERA ABBOTT NO SIRVES"|1
168|@fammi_ridere @RobasJose @vox_es El pobre es una persona que pertenece a la misma nación soberana que yo. El inmigrante no; este ha violado nuestra soberanía nacional, entrando ilegalmente en nuestro territorio, el pobre no.|1
169|@joseviva70 Que dios me perdone, pero puto negro de mierda.|1
170|Señor Manuel Jiménez alcalde Santo Domingo Este.. este vertedero improvisado en el bulevar de la Avenida de Las Américas esquina Sabana larga   fue creado por un inmigrante extranjero que está de manera irregular nuestro país.  esperamos su desalojo. https://t.co/ddZMH2zGyi|1
171|@jjdelosriosl Ese negro de mierda lo que le hace falta es que le den una buena coñaza hdp y va a llegar un momento que esas escorias van a destruir a España que sigan dándole refugio a todas esas ratas ahí están las consecuencias|1
172|@TNTSportsLA BOSTEROS DE MIERDA  OTRA VEZ LESIONARON A UNO POR ESE NEGRO DE MIERDA DE TEVEZ  ,  MALA LECHE  ,   TODO  LLEGA|1
173|@vox_es Y 10€ diarios a cada inmigrante una vez puse suelo español...|1
174|@rsoriao2139 @INIE8TAZO @FCBarcelona_es Un hincha del barÇa panchito, no finjas sorpresa|1
175|@PPTenel13 LA PELOTUDA QUE LE GRITA A LA POLICIA SE VE QUE NUNCA SE CRUZÓ CON UN NEGRO DE MIERDA COMO ESE .CUANDO UN CHORRO TE AGARRA TE HACE ESO Y MUCHO MÁS Y SI QUIERE TE PEGA UN TIRO , SÁBELO BOLUDA OJALÁ LO HUBIERAN MATADO ( diríamos uno menos )|1
176|@Gabriellecd_ @mariaurangaa Por qué mejor no estudia o lee un poco? Chanel logró lo que nadie, salió de entre la pobreza a vestir las damas de París, se enamoró de un militar, sí, pero la sudaca ni siendo hija de político y renegando del apellido de su padre le llegará a los tobillos.|1
